method,attack,epsilon,model,model_role,sample_count,generated_count,psnr,ssim,ciede2000,asr_paper_denominator,asr_clean_correct_only,strict_asr_sample_count,exact_container_recovery_rate,paper_rgb_recovery_rate,sup_png_verified_count,sup_png_recovery_rate,maximum_channel_error,runtime_seconds
YACK,FGSM,4/255,resnet50,black_box,1,1,35.91879058856706,0.9601196619891459,1.442024551678962,1.0,1.0,1,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,vgg19,black_box,1,1,35.91879058856706,0.9601196619891459,1.442024551678962,0.0,0.0,1,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,inception_v3,white_box,10,10,39.3268355838351,0.9645384596000269,1.4100722453400638,1.0,1.0,10,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,googlenet,white_box,10,10,39.3268355838351,0.9645384596000269,1.4100722453400638,0.0,0.0,10,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,densenet161,white_box,10,10,39.3268355838351,0.9645384596000269,1.4100722453400638,0.0,0.0,10,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,resnet50,black_box,10,10,39.3268355838351,0.9645384596000269,1.4100722453400638,0.4,0.25,8,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,vgg19,black_box,10,10,39.3268355838351,0.9645384596000269,1.4100722453400638,0.2,0.0,8,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,inception_v3,white_box,1000,995,38.65801745155284,0.9639790487956308,1.4311475443031147,1.0,1.0,995,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,googlenet,white_box,1000,995,38.65801745155284,0.9639790487956308,1.4311475443031147,0.1185929648241206,0.1185929648241206,995,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,densenet161,white_box,1000,995,38.65801745155284,0.9639790487956308,1.4311475443031147,0.06030150753768844,0.06030150753768844,995,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,resnet50,black_box,1000,995,38.65801745155284,0.9639790487956308,1.4311475443031147,0.35175879396984927,0.1994949494949495,792,1.0,,0,,0,1274.152516400034
YACK,FGSM,4/255,vgg19,black_box,1000,995,38.65801745155284,0.9639790487956308,1.4311475443031147,0.4542713567839196,0.2039274924471299,662,1.0,,0,,0,1274.152516400034
YACK,I-FGSM,4/255,inception_v3,white_box,1,1,36.04858551873078,0.9643357906382658,2.276991054518093,1.0,1.0,1,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,googlenet,white_box,1,1,36.04858551873078,0.9643357906382658,2.276991054518093,0.0,0.0,1,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,densenet161,white_box,1,1,36.04858551873078,0.9643357906382658,2.276991054518093,0.0,0.0,1,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,resnet50,black_box,1,1,36.04858551873078,0.9643357906382658,2.276991054518093,1.0,1.0,1,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,vgg19,black_box,1,1,36.04858551873078,0.9643357906382658,2.276991054518093,0.0,0.0,1,1.0,,0,,0,1506.0063003000105
