method,attack,epsilon,model,model_role,sample_count,generated_count,psnr,ssim,ciede2000,asr_paper_denominator,asr_clean_correct_only,strict_asr_sample_count,exact_container_recovery_rate,paper_rgb_recovery_rate,sup_png_verified_count,sup_png_recovery_rate,maximum_channel_error,runtime_seconds
ENS,I-FGSM,2/255,googlenet,white_box,10,10,41.74777414777215,0.978488680078246,1.471290833878279,0.5,0.5,10,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,densenet161,white_box,10,10,41.74777414777215,0.978488680078246,1.471290833878279,0.7,0.7,10,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,resnet50,black_box,10,10,41.74777414777215,0.978488680078246,1.471290833878279,0.4,0.25,8,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,vgg19,black_box,10,10,41.74777414777215,0.978488680078246,1.471290833878279,0.3,0.125,8,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,inception_v3,white_box,1000,916,41.24258184371947,0.9791421909078981,1.4740465577603994,1.0,1.0,916,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,googlenet,white_box,1000,916,41.24258184371947,0.9791421909078981,1.4740465577603994,0.6637554585152838,0.6637554585152838,916,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,densenet161,white_box,1000,916,41.24258184371947,0.9791421909078981,1.4740465577603994,0.7882096069868996,0.7882096069868996,916,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,resnet50,black_box,1000,916,41.24258184371947,0.9791421909078981,1.4740465577603994,0.42903930131004364,0.2857142857142857,728,1.0,,0,,0,2601.8163394999574
ENS,I-FGSM,2/255,vgg19,black_box,1000,916,41.24258184371947,0.9791421909078981,1.4740465577603994,0.5043668122270742,0.23737373737373738,594,1.0,,0,,0,2601.8163394999574
ENS,PGD,2/255,inception_v3,white_box,1,1,36.58434013918988,0.969020695563333,2.2488429623431463,1.0,1.0,1,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,googlenet,white_box,1,1,36.58434013918988,0.969020695563333,2.2488429623431463,0.0,0.0,1,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,densenet161,white_box,1,1,36.58434013918988,0.969020695563333,2.2488429623431463,1.0,1.0,1,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,resnet50,black_box,1,1,36.58434013918988,0.969020695563333,2.2488429623431463,1.0,1.0,1,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,vgg19,black_box,1,1,36.58434013918988,0.969020695563333,2.2488429623431463,0.0,0.0,1,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,inception_v3,white_box,10,10,41.78689292281099,0.9786817201346383,1.4692357627868182,1.0,1.0,10,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,googlenet,white_box,10,10,41.78689292281099,0.9786817201346383,1.4692357627868182,0.5,0.5,10,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,densenet161,white_box,10,10,41.78689292281099,0.9786817201346383,1.4692357627868182,0.7,0.7,10,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,resnet50,black_box,10,10,41.78689292281099,0.9786817201346383,1.4692357627868182,0.4,0.25,8,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,vgg19,black_box,10,10,41.78689292281099,0.9786817201346383,1.4692357627868182,0.2,0.0,8,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,inception_v3,white_box,1000,910,41.40582566672244,0.9797092472289048,1.4632162992892448,1.0,1.0,910,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,googlenet,white_box,1000,910,41.40582566672244,0.9797092472289048,1.4632162992892448,0.6835164835164835,0.6835164835164835,910,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,densenet161,white_box,1000,910,41.40582566672244,0.9797092472289048,1.4632162992892448,0.7626373626373626,0.7626373626373626,910,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,resnet50,black_box,1000,910,41.40582566672244,0.9797092472289048,1.4632162992892448,0.4186813186813187,0.27247579529737204,723,1.0,,0,,0,1552.2853860000032
ENS,PGD,2/255,vgg19,black_box,1000,910,41.40582566672244,0.9797092472289048,1.4632162992892448,0.4912087912087912,0.21996615905245348,591,1.0,,0,,0,1552.2853860000032
ENS,MI-FGSM,2/255,inception_v3,white_box,1,1,36.241921617226396,0.9660692225738559,2.2726989660653376,1.0,1.0,1,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,googlenet,white_box,1,1,36.241921617226396,0.9660692225738559,2.2726989660653376,0.0,0.0,1,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,densenet161,white_box,1,1,36.241921617226396,0.9660692225738559,2.2726989660653376,1.0,1.0,1,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,resnet50,black_box,1,1,36.241921617226396,0.9660692225738559,2.2726989660653376,1.0,1.0,1,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,vgg19,black_box,1,1,36.241921617226396,0.9660692225738559,2.2726989660653376,0.0,0.0,1,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,inception_v3,white_box,10,10,41.47879087525374,0.9771575484801265,1.4814418238513833,1.0,1.0,10,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,googlenet,white_box,10,10,41.47879087525374,0.9771575484801265,1.4814418238513833,0.5,0.5,10,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,densenet161,white_box,10,10,41.47879087525374,0.9771575484801265,1.4814418238513833,0.8,0.8,10,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,resnet50,black_box,10,10,41.47879087525374,0.9771575484801265,1.4814418238513833,0.4,0.25,8,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,vgg19,black_box,10,10,41.47879087525374,0.9771575484801265,1.4814418238513833,0.3,0.125,8,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,inception_v3,white_box,1000,917,41.038032980899445,0.9780218226330909,1.4817733206058614,1.0,1.0,917,1.0,,0,,0,2371.6812967000296
